Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias<C1>,31.30867742,30.83215367,30.67963701,30.59607013,30.02782031,30.04240302,29.67276211,29.12140474,29.69936614,29.79308605,29.38118872,29.06679867,29.77052836,29.48356472,29.72445472,28.66574824,28.33674446,28.17016952,27.85258898,29.21532983,28.31993723,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería<C1>,0.182364763,0.169270868,0.186223056,0.174266293,0.299550249,0.314645616,0.39680928,0.578611158,0.753333808,0.622931474,0.92317879,0.873189202,0.427475985,0.600996084,0.731977375,0.456153259,0.380941207,0.619143902,0.60761768,0.470566234,0.208862306,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-1---Minería petrolera<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-2---Minería no petrolera<C1>,0.182364763,0.169270868,0.186223056,0.174266293,0.299550249,0.314645616,0.39680928,0.578611158,0.753333808,0.622931474,0.92317879,0.873189202,0.427475985,0.600996084,0.731977375,0.456153259,0.380941207,0.619143902,0.60761768,0.470566234,0.208862306,
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|22---Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final<C1>",1.219619696,1.218347826,1.197405669,1.292586902,1.342389915,1.336951727,1.372776896,1.266537956,1.139774089,1.062878624,1.098857623,1.132006809,1.023133807,0.984694894,1.21121781,1.264633743,1.320862485,1.411249571,1.204024142,1.36819012,1.404362134,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|23---Construcción<C1>,5.667180963,6.359462759,6.472654415,6.348501167,6.758579146,7.877825732,6.844656752,6.556113775,7.564124071,7.026692701,6.438339206,5.620286261,6.118249318,6.044023204,6.69386657,6.566435325,5.898567492,5.492833667,5.849848389,6.15480439,6.084112468,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras<C1>,24.239512,23.08507222,22.82335387,22.78071577,21.627301,20.51297994,21.05851918,20.72014185,20.24213417,21.08058325,20.9208131,21.4413164,22.20166925,21.85385054,21.08739297,20.37852591,20.73637328,20.64694238,20.19109877,21.22176909,20.62260032,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria<C1>,5.335681367,5.321265403,5.228526961,4.993363558,5.15598497,5.394300173,5.937704631,5.952744875,6.106011759,6.194953026,6.351364429,6.057456337,5.963359247,5.784915779,5.620544455,5.50732821,5.506847628,5.965402892,5.908554064,6.141769953,5.787192661,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|312---Industria de las bebidas y del tabaco<C1>,1.6073371,1.671602819,1.888919723,1.860978503,1.768024077,1.930832529,2.151858288,2.029796892,1.810891842,1.871687469,2.008149792,2.311981619,2.311381885,2.262734568,2.343340178,2.424645355,2.735484925,2.644932414,2.737854388,2.786765902,2.690191154,
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|313-314---Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir<C1>",0.232226344,0.224822239,0.202252925,0.201894281,0.168763891,0.133644405,0.124638202,0.122588164,0.119655797,0.119086246,0.117225153,0.117912529,0.107135755,0.104728504,0.097017503,0.101044334,0.105748669,0.098297188,0.105990134,0.094993394,0.082593412,
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|315-316---Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos<C1>",1.078318018,1.004477838,0.960851849,0.895050198,0.801873557,0.684352856,0.678506166,0.635199036,0.600638242,0.563622593,0.488546562,0.451351107,0.426029273,0.36383934,0.311036064,0.275327466,0.254568812,0.221471605,0.22418257,0.215485916,0.213090718,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|321---Industria de la madera<C1>,0.28933279,0.289213939,0.237041218,0.228152224,0.235456899,0.211811497,0.213616478,0.186158518,0.181363099,0.187669269,0.132783155,0.127543814,0.1363341,0.127164471,0.125871829,0.121571765,0.117628821,0.114858397,0.116800116,0.121241041,0.110778132,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|322-323---Industria del papel; Impresión e industrias conexas<C1>,0.370952265,0.356092048,0.370542048,0.382351355,0.384013886,0.402499859,0.45859547,0.494629059,0.57259547,0.5515978,0.419186236,0.394603954,0.412631296,0.43798899,0.445456893,0.423543597,0.408000365,0.42935086,0.45218268,0.451867016,0.40965093,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|324-326---Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule<C1>,3.466845281,3.690181713,3.836877346,3.737446504,3.256379947,3.11884064,2.805477547,2.61312532,2.598709309,2.772403324,2.659496056,2.534549713,2.61317325,2.629759454,2.597037666,2.556235365,2.598973231,2.599841158,2.682453063,3.020877594,3.067581278,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|327---Fabricación de productos a base de minerales no metálicos<C1>,0.368753733,0.363603668,0.361327011,0.359261599,0.332446691,0.315975448,0.340984781,0.301160847,0.299148986,0.310213886,0.281103665,0.276518988,0.290805708,0.300686444,0.310186477,0.299411832,0.307062851,0.321034878,0.332914413,0.27438975,0.251266052,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|331-332---Industrias metálicas básicas; Fabricación de productos metálicos<C1>,1.520860342,1.960889566,1.593122672,1.600680464,1.500687691,1.623824104,1.432902207,1.526048912,1.598370317,1.586410042,1.347710296,1.371208348,1.424578771,1.339417364,1.315093994,1.252392579,1.164096992,1.147317609,1.290593199,1.210782708,1.024786148,
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|333-336---Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte<C1>",9.216408732,7.44941678,7.375710453,7.776788896,7.291420083,6.017936193,6.217679784,6.173635507,5.637321421,6.228037883,6.428437556,7.142894184,7.831555041,7.838286867,7.305943774,6.851932218,6.995173586,6.580544369,5.74477445,6.335131228,6.465619726,
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|337---Fabricación de muebles, colchones y persianas<C1>",0.482880486,0.481143587,0.468910859,0.437576448,0.411808813,0.392825477,0.377301086,0.386270919,0.424143489,0.402385179,0.388648436,0.345841826,0.365837878,0.35391895,0.322290161,0.291162049,0.282274637,0.287279695,0.312870371,0.304373476,0.27157298,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|339---Otras industrias manufactureras<C1>,0.269915539,0.272362618,0.2992708,0.307171742,0.320440493,0.286136761,0.319254539,0.298783802,0.293284443,0.292516534,0.298161763,0.309453984,0.318847046,0.310409806,0.293573972,0.273931144,0.260512759,0.236611312,0.281929323,0.264091107,0.248277132,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias<C1>,58.4985308,59.24194799,60.2936825,60.36620202,61.07332142,62.0839453,61.20339113,61.35903845,61.73655605,61.53767263,61.09820717,59.29257723,58.46841805,58.72038182,58.66122231,59.40559515,58.95620117,58.31555701,58.72416962,57.96366348,57.53146,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|43---Comercio al por mayor<C1>,10.10801437,10.48958344,10.57495605,10.82358216,11.06910893,11.36442013,10.92266474,11.27289282,11.96211027,12.16430534,11.96488984,12.00920579,12.46371421,13.13590463,13.11946754,13.87125568,13.63126763,13.70602583,14.21600027,14.641533,13.97330537,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|46---Comercio al por menor<C1>,7.989730425,8.521371425,8.54044024,8.397058582,8.447028755,8.752814929,7.875768452,8.356963643,8.687935729,9.080869235,8.865179102,8.365196759,8.004246878,8.480054318,8.433579001,8.772189227,8.39983124,8.385937608,8.694281542,8.676899289,8.37110856,
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|48-49---Transportes, correos y almacenamiento<C1>",5.810155434,5.543089004,5.900750266,5.917286325,6.062456636,5.849062483,5.666065761,6.335320085,6.100689258,5.972312251,5.776522809,5.780946686,5.756605417,5.792259542,5.692402713,5.945030563,5.94176924,5.332877468,6.036459415,6.52286725,6.671433447,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|51---Información en medios masivos<C1>,0.993969554,1.088171105,1.220252027,1.32413228,1.46654419,1.459499464,1.532219552,1.466506275,1.323579762,1.278081624,1.27539632,1.183353745,1.051322753,0.901631959,0.863396069,0.883448183,0.863583334,0.772829861,0.752981561,0.709877758,0.717299629,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|52---Servicios financieros y de seguros<C1>,1.94017769,2.130000674,2.618485814,2.572822161,2.74815648,2.873072211,2.934681786,2.797221668,2.595277198,2.51166684,2.751871764,2.616182894,2.492138768,2.601919098,2.821621286,2.871145553,2.945701762,3.110494635,2.919725106,3.292641016,3.709639502,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|53---Servicios inmobiliarios y de alquiler de bienes muebles e intangibles<C1>,10.76452664,10.75149607,10.80449272,10.84609602,10.8241874,11.04611984,11.54863065,11.17795522,11.133429,10.72454287,10.70780111,10.43353337,10.09653217,9.604790979,9.306766939,9.12075629,9.14617463,9.755743638,9.384996862,8.783507746,8.713385939,
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|54---Servicios profesionales, científicos y técnicos<C1>",2.309572654,2.166953969,2.16086788,2.097746697,2.064960081,2.200522083,1.930424134,1.828544279,1.831236152,1.793431065,1.843583388,1.838515578,1.753981846,1.693275186,1.813452398,1.79944845,1.730023472,1.930660417,1.949999708,1.92110601,1.957504914,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|55---Corporativos<C1>,0.021727255,0.023923682,0.023303454,0.023210532,0.021679249,0.024402196,0.023294739,0.021534079,0.021696932,0.02133424,0.01938425,0.018779763,0.018500074,0.020967843,0.022834117,0.023098491,0.023516321,0.025111409,0.027239657,0.027671782,0.026575879,
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|56---Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación<C1>",3.782355506,3.883333349,3.960962782,4.178139023,4.282614479,4.510755151,4.157569973,3.824312656,3.857106509,3.711208537,3.671075132,3.390535614,3.230943249,3.157678711,3.266642515,3.211287196,3.224150324,3.248846532,2.449418202,0.889459177,0.859496431,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|61---Servicios educativos<C1>,3.352523712,3.367668711,3.431348005,3.344940516,3.380402172,3.365933462,3.541013564,3.476315369,3.438751606,3.511164335,3.584412556,3.451876275,3.329970459,3.19181729,3.023146423,2.93983345,2.895586742,2.968617272,2.787030448,2.668590849,2.690062895,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|62---Servicios de salud y de asistencia social<C1>,1.924100958,1.89079761,1.744098832,1.666179726,1.687864705,1.749449205,1.837031428,1.770933775,1.882017191,1.899037236,1.962631935,1.91496015,1.854033898,1.859333698,1.893004389,2.008978203,2.138046687,2.231051233,2.240079018,2.130081918,2.122273333,
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|71---Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos<C1>",0.713224196,0.699949907,0.695450326,0.705317018,0.735710273,0.734041359,0.730732193,0.702078077,0.687275447,0.661670466,0.684972179,0.653963324,0.62891421,0.613327752,0.613202211,0.607409444,0.594895102,0.360565924,0.432962197,0.572255283,0.590586544,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|72---Servicios de alojamiento temporal y de preparación de alimentos y bebidas<C1>,3.106025169,2.979394796,2.837162084,2.779808512,2.553811316,2.483020606,2.488927548,2.380674875,2.361301627,2.243793077,2.200724127,2.069586086,2.53561537,2.579539406,2.78804269,2.486402831,2.493135599,1.444250461,1.949914505,2.367191143,2.175866724,
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|81---Otros servicios excepto actividades gubernamentales<C1>,3.191731925,3.196849584,3.224988905,3.143887675,3.137157208,3.09363993,3.130516491,2.978028058,2.876795072,2.846741585,2.7991035,2.710379257,2.60141164,2.569674308,2.531578426,2.479214456,2.512733851,2.438510604,2.441603969,2.474237733,2.661327275,
