PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,04,Ingresos,Subpartida Genérica,Bienes inmuebles,1098261,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,04,Ingresos,Concepto,Otros productos,2507311,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,04,Ingresos,Capítulo,Aprovechamientos,219715,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,04,Ingresos,Concepto,Aprovechamientos de tipo corriente,219715,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,04,Ingresos,Partida Genérica,Rezagos,5346,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,04,Ingresos,Partida Genérica,Recargos,27749,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,04,Ingresos,Partida Genérica,Multas,186620,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,04,Ingresos,Capítulo,Participaciones federales,330172395,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,04,Ingresos,Concepto,Otras participaciones,330172395,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,04,Ingresos,Partida Genérica,Participaciones diversas,330172395,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,04,Ingresos,Capítulo,Aportaciones federales,219359,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,04,Ingresos,Concepto,Recursos federales reasignados,219359,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,04,Ingresos,Partida Genérica,Recursos federales diversos,219359,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,04,Ingresos,Subpartida Genérica,Otros recursos federales,219359,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,04,Ingresos,Capítulo,Financiamiento,33074751,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,04,Ingresos,Concepto,Empréstitos,33074751,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,04,Ingresos,Partida Genérica,Empréstitos diversos,33074751,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Tema,Total de egresos,682822442,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Capítulo,Servicios personales,202002306,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Concepto,Remuneraciones al personal,114185695,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Partida Genérica,Dependencias diversas,114185695,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Concepto,Remuneraciones adicionales y especiales,87816611,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Partida Genérica,Otras remuneraciones adicionales y especiales,87816611,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Capítulo,Materiales y suministros,21844891,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Concepto,Materiales y suministros diversos,21844891,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Capítulo,Servicios generales,34635625,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Concepto,Servicios de arrendamiento,5025021,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Partida Genérica,Otros arrendamientos,5025021,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Concepto,Servicios de comunicación social y publicidad,20345293,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Partida Genérica,Otros servicios de información,20345293,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Concepto,Otros servicios generales,9265311,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Partida Genérica,Otros servicios generales,9265311,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Capítulo,"Transferencias, asignaciones, subsidios y otras ayudas",213575702,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Concepto,Transferencias internas y asignaciones al sector público,195228588,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Partida Genérica,A instituciones del gobierno según función,63745153,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Subpartida Genérica,Instituciones y programas de educación,63745153,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Partida Genérica,Diversas transferencias,131483435,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Subpartida Genérica,Otras transferencias,131483435,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Concepto,Ayudas sociales,1389577,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Partida Genérica,Ayudas sociales a personas,1389577,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Concepto,Pensiones y jubilaciones,16957537,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Partida Genérica,Pensiones,16957537,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Capítulo,Inversión pública,20462417,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Concepto,Obra pública en bienes de dominio público,20462417,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Partida Genérica,Diversas obras públicas en bienes de dominio público,20462417,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Capítulo,Recursos asignados a municipios,120447742,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Concepto,Participaciones,120447742,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Partida Genérica,Otras participaciones,120447742,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Capítulo,Otros egresos,6976847,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Concepto,Egresos diversos,6976847,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Capítulo,Deuda pública,9698970,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Concepto,Amortización de la deuda pública,9698970,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Partida Genérica,Diversas amortizaciones de la deuda pública,9698970,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Egresos,Capítulo,Disponibilidad final,53177942,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Tema,Total de ingresos,682822442,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Capítulo,Impuestos,22741908,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Concepto,Impuesto sobre los Ingresos,21669700,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Partida Genérica,Impuesto sobre nómina,21669700,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Concepto,"Impuesto sobre la producción, el consumo y las transacciones",1072208,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Partida Genérica,Diversiones y espectáculos públicos,1072208,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Capítulo,Derechos,35265369,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Concepto,"Derechos por el uso, goce, aprovechamiento o explotación de bienes de dominio público",35265369,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Partida Genérica,Registros,18135388,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Subpartida Genérica,Registro civil,3660044,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Subpartida Genérica,Registro público de la propiedad y del comercio,14475344,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Partida Genérica,Servicios de vialidad y transporte,17129981,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Subpartida Genérica,Diversos servicios de vialidad y de transporte,17129981,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Capítulo,Productos,6633609,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Concepto,Productos de tipo corriente,6633609,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Partida Genérica,Intereses,6633609,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Capítulo,Aprovechamientos,6749271,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Concepto,Aprovechamientos de tipo corriente,212373,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Partida Genérica,Multas,64160,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Partida Genérica,Donaciones y aprovechamientos a favor del estado,129280,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Partida Genérica,Gastos de ejecución,18933,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Concepto,Otros aprovechamientos,6536898,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Capítulo,Participaciones federales,611239591,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Concepto,Otras participaciones,611239591,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Partida Genérica,Participaciones diversas,611239591,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Capítulo,Aportaciones federales,192694,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Concepto,Recursos federales reasignados,192694,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Partida Genérica,Recursos federales diversos,192694,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,05,Ingresos,Subpartida Genérica,Otros recursos federales,192694,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Tema,Total de egresos,238275232,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Capítulo,Servicios personales,71308734,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Concepto,Remuneraciones al personal,25680231,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Partida Genérica,"Secretaría de educación, cultura y deporte",1641942,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Partida Genérica,Secretaría de salud,981432,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Partida Genérica,Seguridad pública y tránsito,1601904,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Partida Genérica,Dependencias diversas,21454953,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Concepto,Remuneraciones adicionales y especiales,45628503,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Partida Genérica,Otras remuneraciones adicionales y especiales,45628503,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Capítulo,Materiales y suministros,23101960,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Concepto,Materiales y suministros diversos,23101960,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Capítulo,Servicios generales,3663626,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Concepto,Servicios de arrendamiento,446094,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Partida Genérica,Otros arrendamientos,446094,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Concepto,Servicios de comunicación social y publicidad,780509,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Partida Genérica,Otros servicios de información,780509,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Concepto,Otros servicios generales,2437023,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Partida Genérica,Otros servicios generales,2437023,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Capítulo,"Transferencias, asignaciones, subsidios y otras ayudas",69604947,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Concepto,Transferencias internas y asignaciones al sector público,64078395,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Partida Genérica,A poderes,9188079,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Subpartida Genérica,Legislativo,4284270,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Subpartida Genérica,Judicial,4903809,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Partida Genérica,A instituciones del gobierno según función,1018997,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Subpartida Genérica,Instituciones y programas de cultura y deporte,1018997,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Partida Genérica,Diversas transferencias,53871319,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Subpartida Genérica,Otras transferencias,53871319,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Concepto,Ayudas sociales,5431858,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Partida Genérica,Ayudas sociales a personas,5431858,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Concepto,Pensiones y jubilaciones,94694,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Partida Genérica,Pensiones,94694,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Capítulo,"Bienes muebles, inmuebles e intangibles",1096310,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Concepto,"Bienes muebles, inmuebles e intangibles diversos",1096310,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Capítulo,Inversión pública,24943641,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Concepto,Obra pública en bienes de dominio público,24943641,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Partida Genérica,Diversas obras públicas en bienes de dominio público,24943641,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Capítulo,Recursos asignados a municipios,38241602,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Concepto,Participaciones,38241602,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Partida Genérica,Otras participaciones,38241602,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Capítulo,Otros egresos,196240,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Concepto,Egresos diversos,196240,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Egresos,Capítulo,Disponibilidad final,6118172,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Tema,Total de ingresos,238275232,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Capítulo,Impuestos,4636722,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Concepto,Impuesto sobre los Ingresos,227225,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,Impuesto sobre nómina,227225,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Concepto,Impuestos sobre el Patrimonio,4200577,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,Traslado de dominio de bienes inmuebles,4200577,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Concepto,"Impuesto sobre la producción, el consumo y las transacciones",208920,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,Diversiones y espectáculos públicos,25968,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,"Otros impuestos sobre la producción, el consumo y las transacciones",182952,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Capítulo,Cuotas y Aportaciones de Seguridad Social,1418248,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Concepto,Otras Cuotas y Aportaciones para la Seguridad Social,1418248,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Capítulo,Derechos,9632000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Concepto,"Derechos por el uso, goce, aprovechamiento o explotación de bienes de dominio público",7740560,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,Registros,4409485,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Subpartida Genérica,Registro civil,58964,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Subpartida Genérica,Registro público de la propiedad y del comercio,4350521,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,Certificaciones y constancias,22152,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Subpartida Genérica,Educación pública,22152,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,Servicios de vialidad y transporte,3308923,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Subpartida Genérica,Diversos servicios de vialidad y de transporte,3308923,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Concepto,Otros Derechos,1891440,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Capítulo,Productos,2595027,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Concepto,Productos de tipo corriente,2176043,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,Arrendamientos,20598,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,Intereses,1790100,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,Establecimientos y empresas,365345,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Subpartida Genérica,Establecimientos diversos,365345,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Concepto,Productos de tipo capital,70687,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,Enajenación o venta de bienes,70687,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Subpartida Genérica,Bienes inmuebles,70687,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Concepto,Otros productos,348297,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Capítulo,Aprovechamientos,4328976,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Concepto,Aprovechamientos de tipo corriente,4321736,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,Rezagos,975791,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,Recargos,654451,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,Multas,1846039,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,Indemnizaciones a favor del estado,31330,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,Gastos de ejecución,814125,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Concepto,Otros aprovechamientos,7240,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Capítulo,Participaciones federales,181221760,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Concepto,Otras participaciones,181221760,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,Participaciones diversas,181221760,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Capítulo,Aportaciones federales,11464,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Concepto,Recursos federales reasignados,11464,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,Recursos federales diversos,11464,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Subpartida Genérica,Otros recursos federales,11464,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Capítulo,Financiamiento,16005348,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Concepto,Empréstitos,16005348,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Partida Genérica,Empréstitos diversos,16005348,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,06,Ingresos,Capítulo,Disponibilidad inicial,18425687,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,07,Egresos,Tema,Total de egresos,1234026900,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,07,Egresos,Capítulo,Servicios personales,386860100,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,07,Egresos,Concepto,Remuneraciones al personal,386860100,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,07,Egresos,Partida Genérica,Secretaría de finanzas y administración,21878900,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,07,Egresos,Partida Genérica,"Secretaría de educación, cultura y deporte",225078600,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,07,Egresos,Partida Genérica,Secretaría de obras públicas y comunicaciones,15504600,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,07,Egresos,Partida Genérica,Secretaría de fomento económico,4641600,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,07,Egresos,Partida Genérica,Procuraduría general de justicia,38213900,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,07,Egresos,Partida Genérica,Dependencias diversas,81542500,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,07,Egresos,Capítulo,Materiales y suministros,42022100,Cifras Definitivas
