PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Egresos,Concepto,Recursos reasignados a municipios,39191498,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Egresos,Partida Genérica,Recursos federales por convenio,39191498,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Egresos,Capítulo,Otros egresos,2647020,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Egresos,Concepto,Egresos diversos,2647020,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Egresos,Capítulo,Deuda pública,147641,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Egresos,Concepto,Amortización de la deuda pública,147641,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Egresos,Partida Genérica,Diversas amortizaciones de la deuda pública,147641,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Egresos,Capítulo,Disponibilidad final,2466195,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Tema,Total de ingresos,396852180,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Capítulo,Impuestos,5629189,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Concepto,Impuesto sobre los Ingresos,3020791,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Partida Genérica,Impuesto sobre nómina,3020791,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Concepto,Impuestos sobre el Patrimonio,2273990,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Partida Genérica,Traslado de dominio de bienes inmuebles,2273990,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Concepto,"Impuesto sobre la producción, el consumo y las transacciones",334408,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Partida Genérica,Diversiones y espectáculos públicos,334408,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Capítulo,Cuotas y Aportaciones de Seguridad Social,9792302,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Concepto,Otras Cuotas y Aportaciones para la Seguridad Social,9792302,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Capítulo,Derechos,9392296,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Concepto,"Derechos por el uso, goce, aprovechamiento o explotación de bienes de dominio público",9225035,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Partida Genérica,Registros,4492570,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Subpartida Genérica,Registro civil,1523034,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Subpartida Genérica,Registro público de la propiedad y del comercio,2969536,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Partida Genérica,Licencias y permisos,1360428,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Subpartida Genérica,Comercio ambulante,1255270,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Subpartida Genérica,Empresas de transporte,105158,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Partida Genérica,Servicios de vialidad y transporte,3372037,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Subpartida Genérica,Diversos servicios de vialidad y de transporte,3372037,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Concepto,Otros Derechos,167261,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Capítulo,Productos,38843157,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Concepto,Productos de tipo corriente,35325258,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Partida Genérica,Arrendamientos,7000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Partida Genérica,Intereses,34839171,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Partida Genérica,Establecimientos y empresas,479087,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Subpartida Genérica,Establecimientos diversos,479087,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Concepto,Productos de tipo capital,3363029,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Partida Genérica,Enajenación o venta de bienes,3363029,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Subpartida Genérica,Bienes muebles e inmuebles,3363029,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Concepto,Otros productos,154870,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Capítulo,Aprovechamientos,531753,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Concepto,Aprovechamientos de tipo corriente,531753,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Partida Genérica,Rezagos,133267,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Partida Genérica,Multas,398486,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Capítulo,Participaciones federales,262302860,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Concepto,Otras participaciones,262302860,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Partida Genérica,Participaciones diversas,262302860,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Capítulo,Aportaciones federales,2540911,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Concepto,Recursos federales reasignados,2540911,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Partida Genérica,Recursos federales diversos,2540911,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Subpartida Genérica,Otros recursos federales,2540911,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Capítulo,Financiamiento,35761489,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Concepto,Empréstitos,35761489,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Partida Genérica,De instituciones bancarias,25000000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Subpartida Genérica,Bancos de desarrollo,25000000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Partida Genérica,Empréstitos diversos,10761489,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,01,Ingresos,Capítulo,Disponibilidad inicial,32058223,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Tema,Total de egresos,2637924634,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Capítulo,Servicios personales,490257011,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Concepto,Remuneraciones al personal,329081930,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Partida Genérica,Dependencias diversas,329081930,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Concepto,Remuneraciones adicionales y especiales,161175081,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Partida Genérica,Otras remuneraciones adicionales y especiales,161175081,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Capítulo,Materiales y suministros,23809427,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Concepto,Materiales y suministros diversos,23809427,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Capítulo,Servicios generales,25529242,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Concepto,Servicios de arrendamiento,5425024,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Partida Genérica,Otros arrendamientos,5425024,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Concepto,Servicios de comunicación social y publicidad,3756152,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Partida Genérica,Otros servicios de información,3756152,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Concepto,Otros servicios generales,16348066,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Partida Genérica,Otros servicios generales,16348066,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Capítulo,"Transferencias, asignaciones, subsidios y otras ayudas",176844043,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Concepto,Transferencias internas y asignaciones al sector público,176844043,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Partida Genérica,A instituciones del gobierno según función,143440281,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Subpartida Genérica,Instituciones y programas de educación,142956076,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Subpartida Genérica,Instituciones y programas de asistencia social,484205,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Partida Genérica,Diversas transferencias,33403762,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Subpartida Genérica,Otras transferencias,33403762,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Capítulo,Inversión pública,155672307,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Concepto,Obra pública en bienes de dominio público,155672307,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Partida Genérica,Edificación no habitacional,14902861,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Subpartida Genérica,Escuelas,3331788,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Subpartida Genérica,Edificios públicos diversos,11571073,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Partida Genérica,"Construcción de obras para el abastecimiento de agua, petróleo, gas, electricidad y telecomunicaciones",65282992,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Partida Genérica,Construcción de vías de comunicación,49435909,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Partida Genérica,Diversas obras públicas en bienes de dominio público,26050545,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Capítulo,Recursos asignados a municipios,233037490,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Concepto,Participaciones,172993654,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Partida Genérica,Otras participaciones,172993654,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Concepto,Recursos reasignados a municipios,60043836,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Partida Genérica,Recursos federales por convenio,60043836,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Capítulo,Otros egresos,1499736468,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Concepto,Egresos diversos,1499736468,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Capítulo,Deuda pública,32743366,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Concepto,Amortización de la deuda pública,372536,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Partida Genérica,Diversas amortizaciones de la deuda pública,372536,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Concepto,Adeudos de ejercicios fiscales anteriores (ADEFAS),32370830,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Partida Genérica,ADEFAS,32370830,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Egresos,Capítulo,Disponibilidad final,295280,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Tema,Total de ingresos,2637924634,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Capítulo,Impuestos,55006008,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Concepto,Impuesto sobre los Ingresos,26605394,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Impuesto sobre nómina,26237879,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Otros impuestos sobre ingresos,367515,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Concepto,Impuestos sobre el Patrimonio,7055290,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Traslado de dominio de bienes inmuebles,7055290,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Concepto,"Impuesto sobre la producción, el consumo y las transacciones",21345324,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Actividades mercantiles,1124349,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Diversiones y espectáculos públicos,3121136,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,"Otros impuestos sobre la producción, el consumo y las transacciones",17099839,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Capítulo,Cuotas y Aportaciones de Seguridad Social,807772959,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Concepto,Otras Cuotas y Aportaciones para la Seguridad Social,807772959,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Capítulo,Derechos,53282337,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Concepto,"Derechos por el uso, goce, aprovechamiento o explotación de bienes de dominio público",53253687,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Registros,29205756,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Subpartida Genérica,Registro civil,1643762,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Subpartida Genérica,Registro público de la propiedad y del comercio,27561994,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Certificaciones y constancias,87736,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Subpartida Genérica,Educación pública,87736,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Licencias y permisos,6584,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Subpartida Genérica,Licencias y permisos diversos,6584,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Inspecciones,117934,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Subpartida Genérica,Sanidad,76991,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Subpartida Genérica,Inspecciones diversas,40943,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Servicios de vialidad y transporte,23835677,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Subpartida Genérica,Diversos servicios de vialidad y de transporte,23835677,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Concepto,Otros Derechos,28650,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Capítulo,Productos,6288511,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Concepto,Productos de tipo corriente,4907841,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Arrendamientos,511689,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Intereses,3041992,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Establecimientos y empresas,1354160,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Subpartida Genérica,Establecimientos diversos,1354160,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Concepto,Productos de tipo capital,1111670,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Enajenación o venta de bienes,1111670,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Subpartida Genérica,Bienes muebles e inmuebles,1111670,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Concepto,Otros productos,269000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Capítulo,Aprovechamientos,23041038,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Concepto,Aprovechamientos de tipo corriente,22634974,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Rezagos,2929272,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Recargos,3161040,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Multas,4575846,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Donaciones y aprovechamientos a favor del estado,9968677,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Indemnizaciones a favor del estado,1437,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Partida Genérica,Gastos de ejecución,1998702,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Concepto,Otros aprovechamientos,406064,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Capítulo,Participaciones federales,781571463,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1991,02,Ingresos,Concepto,Otras participaciones,781571463,Cifras Definitivas
