PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Tema,Total de egresos,748829114,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Capítulo,Servicios personales,77297423,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Concepto,Remuneraciones al personal,27983239,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Partida Genérica,Dependencias diversas,27983239,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Concepto,Remuneraciones adicionales y especiales,49314184,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Partida Genérica,Otras remuneraciones adicionales y especiales,49314184,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Capítulo,Materiales y suministros,17139530,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Concepto,Materiales y suministros diversos,17139530,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Capítulo,Servicios generales,13063077,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Concepto,Servicios de arrendamiento,659736,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Partida Genérica,Otros arrendamientos,659736,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Concepto,Servicios de comunicación social y publicidad,5675824,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Partida Genérica,Otros servicios de información,5675824,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Concepto,Otros servicios generales,6727517,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Partida Genérica,Otros servicios generales,6727517,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Capítulo,"Transferencias, asignaciones, subsidios y otras ayudas",458807687,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Concepto,Transferencias internas y asignaciones al sector público,458228577,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Partida Genérica,A poderes,17649294,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Subpartida Genérica,Legislativo,8043767,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Subpartida Genérica,Judicial,9605527,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Partida Genérica,A instituciones del gobierno según función,326040884,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Subpartida Genérica,Instituciones y programas de cultura y deporte,326040884,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Partida Genérica,Diversas transferencias,114538399,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Subpartida Genérica,Otras transferencias,114538399,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Concepto,Pensiones y jubilaciones,579110,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Partida Genérica,Pensiones,579110,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Capítulo,Inversión pública,41543030,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Concepto,Obra pública en bienes de dominio público,41543030,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Partida Genérica,Diversas obras públicas en bienes de dominio público,41543030,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Capítulo,Recursos asignados a municipios,123697565,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Concepto,Participaciones,96994637,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Partida Genérica,Otras participaciones,96994637,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Concepto,Recursos reasignados a municipios,26702928,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Partida Genérica,Recursos federales por convenio,26702928,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Capítulo,Otros egresos,6281188,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Concepto,Egresos diversos,6281188,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Capítulo,Deuda pública,10999614,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Concepto,Amortización de la deuda pública,10999614,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Egresos,Partida Genérica,Diversas amortizaciones de la deuda pública,10999614,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Tema,Total de ingresos,748829114,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Capítulo,Impuestos,12007782,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Concepto,Impuesto sobre los Ingresos,8630473,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Partida Genérica,Impuesto sobre nómina,8630473,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Concepto,Impuestos sobre el Patrimonio,3067154,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Partida Genérica,Traslado de dominio de bienes inmuebles,3067154,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Concepto,"Impuesto sobre la producción, el consumo y las transacciones",310155,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Partida Genérica,Diversiones y espectáculos públicos,310155,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Capítulo,Cuotas y Aportaciones de Seguridad Social,14967607,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Concepto,Otras Cuotas y Aportaciones para la Seguridad Social,14967607,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Capítulo,Derechos,18301276,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Concepto,"Derechos por el uso, goce, aprovechamiento o explotación de bienes de dominio público",18245510,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Partida Genérica,Registros,10083153,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Subpartida Genérica,Registro civil,4987489,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Subpartida Genérica,Registro público de la propiedad y del comercio,5095664,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Partida Genérica,Licencias y permisos,906811,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Subpartida Genérica,Comercio ambulante,780050,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Subpartida Genérica,Empresas de transporte,126761,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Partida Genérica,Servicios de vialidad y transporte,7255546,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Subpartida Genérica,Diversos servicios de vialidad y de transporte,7255546,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Concepto,Otros Derechos,55766,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Capítulo,Productos,13126782,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Concepto,Productos de tipo corriente,10527775,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Partida Genérica,Arrendamientos,9280,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Partida Genérica,Intereses,7081160,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Partida Genérica,Establecimientos y empresas,3437335,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Subpartida Genérica,Establecimientos diversos,3437335,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Concepto,Productos de tipo capital,1741935,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Partida Genérica,Enajenación o venta de bienes,1741935,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Subpartida Genérica,Bienes muebles e inmuebles,1741935,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Concepto,Otros productos,857072,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Capítulo,Aprovechamientos,3001339,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Concepto,Aprovechamientos de tipo corriente,3001339,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Partida Genérica,Recargos,247024,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Partida Genérica,Multas,2754315,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Capítulo,Participaciones federales,357470323,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Concepto,Otras participaciones,357470323,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Partida Genérica,Participaciones diversas,357470323,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Capítulo,Aportaciones federales,300116873,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Concepto,Recursos federales reasignados,300116873,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Partida Genérica,Recursos federales diversos,300116873,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Subpartida Genérica,Otros recursos federales,300116873,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Capítulo,Financiamiento,29837132,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,01,Ingresos,Concepto,Déficit,29837132,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Tema,Total de egresos,4330172000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Capítulo,Servicios personales,717055000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Concepto,Remuneraciones al personal,348343000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Partida Genérica,Dependencias diversas,348343000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Concepto,Remuneraciones adicionales y especiales,368712000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Partida Genérica,Otras remuneraciones adicionales y especiales,368712000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Capítulo,Materiales y suministros,104846000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Concepto,Materiales y suministros diversos,104846000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Capítulo,Servicios generales,37364000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Concepto,Servicios de arrendamiento,8136000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Partida Genérica,Otros arrendamientos,8136000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Concepto,Servicios de comunicación social y publicidad,486000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Partida Genérica,Otros servicios de información,486000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Concepto,Otros servicios generales,28742000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Partida Genérica,Otros servicios generales,28742000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Capítulo,"Transferencias, asignaciones, subsidios y otras ayudas",410012000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Concepto,Transferencias internas y asignaciones al sector público,196272000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Partida Genérica,A instituciones del gobierno según función,174354000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Subpartida Genérica,Instituciones y programas de educación,174354000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Partida Genérica,Diversas transferencias,21918000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Subpartida Genérica,Otras transferencias,21918000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Concepto,Ayudas sociales,159000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Partida Genérica,Ayudas sociales a personas,159000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Concepto,Pensiones y jubilaciones,213581000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Partida Genérica,Pensiones,213581000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Capítulo,Inversión pública,218188000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Concepto,Obra pública en bienes de dominio público,218188000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Partida Genérica,Edificación no habitacional,20356000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Subpartida Genérica,Escuelas,17816000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Subpartida Genérica,Edificios públicos diversos,2540000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Partida Genérica,"Construcción de obras para el abastecimiento de agua, petróleo, gas, electricidad y telecomunicaciones",77588000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Partida Genérica,Construcción de vías de comunicación,103469000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Partida Genérica,Diversas obras públicas en bienes de dominio público,16775000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Capítulo,Recursos asignados a municipios,108029000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Concepto,Participaciones,13244000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Partida Genérica,Otras participaciones,13244000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Concepto,Recursos reasignados a municipios,94785000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Partida Genérica,Recursos federales por convenio,94785000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Capítulo,Otros egresos,2649091000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Concepto,Egresos diversos,2649091000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Capítulo,Deuda pública,85272000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Concepto,Amortización de la deuda pública,43383000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Partida Genérica,Diversas amortizaciones de la deuda pública,43383000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Concepto,Adeudos de ejercicios fiscales anteriores (ADEFAS),41889000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Partida Genérica,ADEFAS,41889000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Egresos,Capítulo,Disponibilidad final,315000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Tema,Total de ingresos,4330172000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Capítulo,Impuestos,90583000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Concepto,Impuesto sobre los Ingresos,55013000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Impuesto sobre nómina,54720000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Otros impuestos sobre ingresos,293000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Concepto,Impuestos sobre el Patrimonio,8928000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Traslado de dominio de bienes inmuebles,8928000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Concepto,"Impuesto sobre la producción, el consumo y las transacciones",5744000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Actividades mercantiles,2991000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Diversiones y espectáculos públicos,2739000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,"Otros impuestos sobre la producción, el consumo y las transacciones",14000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Concepto,Adicionales,20898000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Para educación,20898000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Capítulo,Cuotas y Aportaciones de Seguridad Social,2736953000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Concepto,Otras Cuotas y Aportaciones para la Seguridad Social,2736953000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Capítulo,Derechos,70010000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Concepto,"Derechos por el uso, goce, aprovechamiento o explotación de bienes de dominio público",70010000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Registros,29651000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Subpartida Genérica,Registro civil,2158000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Subpartida Genérica,Registro público de la propiedad y del comercio,27493000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Certificaciones y constancias,154000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Subpartida Genérica,Educación pública,154000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Licencias y permisos,78000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Subpartida Genérica,Empresas de transporte,69000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Subpartida Genérica,Licencias y permisos diversos,9000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Inspecciones,44000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Subpartida Genérica,Inspecciones diversas,44000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Servicios de vialidad y transporte,40083000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Subpartida Genérica,Diversos servicios de vialidad y de transporte,40083000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Capítulo,Productos,10248000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Concepto,Productos de tipo corriente,5889000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Arrendamientos,982000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Intereses,3997000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Establecimientos y empresas,910000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Subpartida Genérica,Establecimientos diversos,910000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Concepto,Productos de tipo capital,4150000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Enajenación o venta de bienes,4150000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Subpartida Genérica,Bienes muebles e inmuebles,4150000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Concepto,Otros productos,209000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Capítulo,Aprovechamientos,27525000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Concepto,Aprovechamientos de tipo corriente,27163000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Rezagos,4571000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Recargos,3766000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Multas,8000000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Donaciones y aprovechamientos a favor del estado,8716000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Indemnizaciones a favor del estado,10000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Gastos de ejecución,2100000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Concepto,Otros aprovechamientos,362000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Capítulo,Participaciones federales,944227000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Concepto,Otras participaciones,944227000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Participaciones diversas,944227000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Capítulo,Aportaciones federales,303662000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Concepto,Recursos federales reasignados,303662000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1993,02,Ingresos,Partida Genérica,Recursos federales diversos,303662000,Cifras Definitivas
