PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Concepto,Otros servicios generales,5722375,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Partida Genérica,Otros servicios generales,5722375,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Capítulo,"Transferencias, asignaciones, subsidios y otras ayudas",578363252,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Concepto,Transferencias internas y asignaciones al sector público,577863625,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Partida Genérica,A poderes,20241993,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Subpartida Genérica,Legislativo,11140360,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Subpartida Genérica,Judicial,9101633,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Partida Genérica,A instituciones del gobierno según función,402826550,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Subpartida Genérica,Instituciones y programas de cultura y deporte,402826550,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Partida Genérica,Diversas transferencias,154795082,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Subpartida Genérica,Otras transferencias,154795082,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Concepto,Pensiones y jubilaciones,499627,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Partida Genérica,Pensiones,499627,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Capítulo,Inversión pública,64724055,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Concepto,Obra pública en bienes de dominio público,64724055,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Partida Genérica,Diversas obras públicas en bienes de dominio público,64724055,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Capítulo,Recursos asignados a municipios,144760305,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Concepto,Participaciones,105921109,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Partida Genérica,Otras participaciones,105921109,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Concepto,Recursos reasignados a municipios,38839196,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Partida Genérica,Recursos federales por convenio,38839196,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Capítulo,Otros egresos,7267181,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Concepto,Egresos diversos,7267181,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Capítulo,Deuda pública,15584513,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Concepto,Amortización de la deuda pública,15584513,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Egresos,Partida Genérica,Diversas amortizaciones de la deuda pública,15584513,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Tema,Total de ingresos,927571739,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Capítulo,Impuestos,8810270,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Concepto,Impuesto sobre los Ingresos,5069122,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Partida Genérica,Impuesto sobre nómina,5069122,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Concepto,Impuestos sobre el Patrimonio,3442507,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Partida Genérica,Traslado de dominio de bienes inmuebles,3442507,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Concepto,"Impuesto sobre la producción, el consumo y las transacciones",298641,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Partida Genérica,Diversiones y espectáculos públicos,298641,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Capítulo,Cuotas y Aportaciones de Seguridad Social,29807905,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Concepto,Otras Cuotas y Aportaciones para la Seguridad Social,29807905,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Capítulo,Derechos,18130248,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Concepto,"Derechos por el uso, goce, aprovechamiento o explotación de bienes de dominio público",18108340,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Partida Genérica,Registros,8630703,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Subpartida Genérica,Registro civil,3680012,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Subpartida Genérica,Registro público de la propiedad y del comercio,4950691,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Partida Genérica,Licencias y permisos,978589,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Subpartida Genérica,Comercio ambulante,831628,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Subpartida Genérica,Empresas de transporte,146961,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Partida Genérica,Servicios de vialidad y transporte,8499048,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Subpartida Genérica,Diversos servicios de vialidad y de transporte,8499048,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Concepto,Otros Derechos,21908,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Capítulo,Productos,14313284,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Concepto,Productos de tipo corriente,11900452,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Partida Genérica,Arrendamientos,1064090,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Partida Genérica,Intereses,7805427,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Partida Genérica,Establecimientos y empresas,3030935,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Subpartida Genérica,Talleres gráficos,801798,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Subpartida Genérica,Establecimientos diversos,2229137,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Concepto,Productos de tipo capital,2412832,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Partida Genérica,Enajenación o venta de bienes,2412832,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Subpartida Genérica,Bienes muebles e inmuebles,2412832,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Capítulo,Aprovechamientos,3786733,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Concepto,Aprovechamientos de tipo corriente,3786733,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Partida Genérica,Recargos,442795,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Partida Genérica,Multas,3343938,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Capítulo,Participaciones federales,411579628,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Concepto,Otras participaciones,411579628,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Partida Genérica,Participaciones diversas,411579628,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Capítulo,Aportaciones federales,414852484,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Concepto,Recursos federales reasignados,414852484,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Partida Genérica,Recursos federales diversos,414852484,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Subpartida Genérica,Otros recursos federales,414852484,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Capítulo,Financiamiento,26291187,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,01,Ingresos,Concepto,Déficit,26291187,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Tema,Total de egresos,5055908000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Capítulo,Servicios personales,772018000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Concepto,Remuneraciones al personal,396470000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Partida Genérica,Dependencias diversas,396470000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Concepto,Remuneraciones adicionales y especiales,375548000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Partida Genérica,Otras remuneraciones adicionales y especiales,375548000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Capítulo,Materiales y suministros,123512000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Concepto,Materiales y suministros diversos,123512000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Capítulo,Servicios generales,32679000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Concepto,Servicios de arrendamiento,6484000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Partida Genérica,Otros arrendamientos,6484000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Concepto,Servicios de comunicación social y publicidad,1106000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Partida Genérica,Otros servicios de información,1106000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Concepto,Otros servicios generales,25089000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Partida Genérica,Otros servicios generales,25089000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Capítulo,"Transferencias, asignaciones, subsidios y otras ayudas",553000000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Concepto,Transferencias internas y asignaciones al sector público,310632000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Partida Genérica,A poderes,63045000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Subpartida Genérica,Legislativo,23880000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Subpartida Genérica,Judicial,39165000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Partida Genérica,A instituciones del gobierno según función,226302000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Subpartida Genérica,Instituciones y programas de educación,226302000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Partida Genérica,Diversas transferencias,21285000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Subpartida Genérica,Otras transferencias,21285000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Concepto,Ayudas sociales,156000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Partida Genérica,Ayudas sociales a personas,156000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Concepto,Pensiones y jubilaciones,242212000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Partida Genérica,Pensiones,242212000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Capítulo,Inversión pública,221786000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Concepto,Obra pública en bienes de dominio público,221786000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Partida Genérica,Edificación no habitacional,23729000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Subpartida Genérica,Escuelas,15808000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Subpartida Genérica,Edificios públicos diversos,7921000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Partida Genérica,"Construcción de obras para el abastecimiento de agua, petróleo, gas, electricidad y telecomunicaciones",40310000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Partida Genérica,Construcción de vías de comunicación,106704000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Partida Genérica,Diversas obras públicas en bienes de dominio público,51043000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Capítulo,Recursos asignados a municipios,37927000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Concepto,Recursos reasignados a municipios,37927000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Partida Genérica,Recursos federales por convenio,37927000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Capítulo,Otros egresos,3080473000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Concepto,Egresos diversos,3080473000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Capítulo,Deuda pública,222185000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Concepto,Amortización de la deuda pública,195534000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Partida Genérica,Diversas amortizaciones de la deuda pública,195534000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Concepto,Adeudos de ejercicios fiscales anteriores (ADEFAS),26651000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Partida Genérica,ADEFAS,26651000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Egresos,Capítulo,Disponibilidad final,12328000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Tema,Total de ingresos,5055908000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Capítulo,Impuestos,103352000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Concepto,Impuesto sobre los Ingresos,62964000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Impuesto sobre nómina,62562000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Otros impuestos sobre ingresos,402000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Concepto,Impuestos sobre el Patrimonio,9780000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Traslado de dominio de bienes inmuebles,9780000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Concepto,"Impuesto sobre la producción, el consumo y las transacciones",6645000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Actividades mercantiles,2704000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Diversiones y espectáculos públicos,3927000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,"Otros impuestos sobre la producción, el consumo y las transacciones",14000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Concepto,Adicionales,23963000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Para educación,23963000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Capítulo,Cuotas y Aportaciones de Seguridad Social,2919500000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Concepto,Otras Cuotas y Aportaciones para la Seguridad Social,2919500000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Capítulo,Derechos,77559000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Concepto,"Derechos por el uso, goce, aprovechamiento o explotación de bienes de dominio público",76524000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Registros,37739000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Subpartida Genérica,Registro civil,1745000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Subpartida Genérica,Registro público de la propiedad y del comercio,35994000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Certificaciones y constancias,211000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Subpartida Genérica,Educación pública,211000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Licencias y permisos,54000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Subpartida Genérica,Empresas de transporte,54000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Inspecciones,47000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Subpartida Genérica,Inspecciones diversas,47000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Servicios de vialidad y transporte,38473000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Subpartida Genérica,Diversos servicios de vialidad y de transporte,38473000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Concepto,Otros Derechos,1035000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Capítulo,Productos,41443000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Concepto,Productos de tipo corriente,7840000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Arrendamientos,1353000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Intereses,5329000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Establecimientos y empresas,1158000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Subpartida Genérica,Talleres gráficos,922000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Subpartida Genérica,Establecimientos diversos,236000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Concepto,Productos de tipo capital,33046000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Enajenación o venta de bienes,33046000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Subpartida Genérica,Bienes muebles e inmuebles,33046000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Concepto,Otros productos,557000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Capítulo,Aprovechamientos,40087000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Concepto,Aprovechamientos de tipo corriente,39695000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Rezagos,8848000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Recargos,3216000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Multas,8724000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Donaciones y aprovechamientos a favor del estado,9704000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Gastos de ejecución,9203000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Concepto,Otros aprovechamientos,392000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Capítulo,Participaciones federales,1101146000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Concepto,Otras participaciones,1101146000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Partida Genérica,Participaciones diversas,1101146000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1994,02,Ingresos,Capítulo,Aportaciones federales,327055000,Cifras Definitivas
